year,site,plot,area,USDA_symbol,cover
2017,755,1,625,EREL6,0
2017,755,1,625,LEPA51,18
2017,755,1,625,MIDO3,0
2017,755,1,625,CAAT25,0
2017,755,1,625,RILE2,0
2017,755,1,625,CACI2,0
2017,755,1,625,CACO35,0
2017,755,1,625,CHPA8,0
2017,755,1,625,HASQ2,0
2017,755,1,625,LODA,1
2017,755,1,625,CHGL,0
2017,755,1,625,GIOC,0
2017,755,1,625,SACO6,0
2017,755,1,625,LEBI4,0
2017,755,1,625,LOST4,0
2017,755,1,625,CRSE11,0
2017,755,1,625,CRYPT,0
2017,755,1,625,ERFA2,0
2017,755,1,625,PHIM,0
2017,755,1,625,MEPO3,0
2017,755,1,625,LOPE,0
2017,755,1,625,BLCR,0
2017,755,1,625,LARA,1
2017,740,2,625,AVFA,70
2017,740,2,625,BRDI3,0
2017,740,2,625,BRHO2,1
2017,740,2,625,DICA14,0
2017,740,2,625,ERCI6,0
2017,740,2,625,EUSP,1
2017,740,2,625,LASE,1
2017,740,2,625,RACA2,0
2017,740,2,625,FEMI2,4
2017,740,2,625,ACMO2,0
2017,740,2,625,AGHE2,0
2017,740,2,625,FRBI,0
2017,740,2,625,HECO7,8
2017,740,2,625,LACA7,0
2017,740,2,625,STCI,0
2017,740,2,625,LOWR2,0
2017,740,2,625,MIDO,0
2017,740,2,625,STPU2,0
2017,740,2,625,"NAAT",0
2017,740,2,625,PLER3,0
2017,740,2,625,TRAL5,0
2017,740,2,625,URLI5,0
2017,740,2,625,AMME,0
2017,740,2,625,ASGA,0
2017,740,2,625,AVBA,0
2017,740,2,625,CHPO3,0
2017,740,2,625,HOMU,0
2017,740,2,625,MICA,0
2017,740,2,625,POSE,0
2017,740,2,625,FEMY2,0
2017,740,2,625,ANFI3,0
2017,740,2,625,BRMA3,0
2017,740,2,625,EREL6,0
2017,740,2,625,LEPA51,0
2017,740,2,625,MIDO3,0
2017,740,2,625,CAAT25,0
2017,740,2,625,RILE2,0
2017,740,2,625,CACI2,0
2017,740,2,625,CACO35,0
2017,740,2,625,CHPA8,0
2017,740,2,625,HASQ2,0
2017,740,2,625,LODA,0
2017,740,2,625,CHGL,0
2017,740,2,625,GIOC,0
2017,740,2,625,SACO6,0
2017,740,2,625,LEBI4,0
2017,740,2,625,LOST4,0
2017,740,2,625,CRSE11,0
2017,740,2,625,CRYPT,0
2017,740,2,625,ERFA2,0
2017,740,2,625,PHIM,0
2017,740,2,625,MEPO3,0
2017,740,2,625,LOPE,75
2017,740,2,625,BLCR,0
2017,740,2,625,LARA,0
2017,741,2,625,AVFA,30
2017,741,2,625,BRDI3,0
2017,741,2,625,BRHO2,20
2017,741,2,625,DICA14,1
2017,741,2,625,ERCI6,0
2017,741,2,625,EUSP,1
2017,741,2,625,LASE,1
2017,741,2,625,RACA2,0
2017,741,2,625,FEMI2,4
2017,741,2,625,ACMO2,4
2017,741,2,625,AGHE2,1
2017,741,2,625,FRBI,0
2017,741,2,625,HECO7,8
2017,741,2,625,LACA7,0
2017,741,2,625,STCI,0
2017,741,2,625,LOWR2,1
2017,741,2,625,MIDO,0
2017,741,2,625,STPU2,0
2017,741,2,625,"NAAT",12
2017,741,2,625,PLER3,1
2017,741,2,625,TRAL5,1
2017,741,2,625,URLI5,0
2017,741,2,625,AMME,0
2017,741,2,625,ASGA,0
2017,741,2,625,AVBA,0
2017,741,2,625,CHPO3,0
2017,741,2,625,HOMU,0
2017,741,2,625,MICA,0
2017,741,2,625,POSE,0
2017,741,2,625,FEMY2,0
2017,741,2,625,ANFI3,0
2017,741,2,625,BRMA3,0
2017,741,2,625,EREL6,0
2017,741,2,625,LEPA51,0
2017,741,2,625,MIDO3,0
2017,741,2,625,CAAT25,0
2017,741,2,625,RILE2,0
2017,741,2,625,CACI2,0
2017,741,2,625,CACO35,0
2017,741,2,625,CHPA8,0
2017,741,2,625,HASQ2,0
2017,741,2,625,LODA,0
2017,741,2,625,CHGL,0
2017,741,2,625,GIOC,0
2017,741,2,625,SACO6,0
2017,741,2,625,LEBI4,0
2017,741,2,625,LOST4,0
2017,741,2,625,CRSE11,0
2017,741,2,625,CRYPT,0
2017,741,2,625,ERFA2,0
2017,741,2,625,PHIM,0
2017,741,2,625,MEPO3,0
2017,741,2,625,LOPE,0
2017,741,2,625,BLCR,0
2017,741,2,625,LARA,0
2017,742,2,625,AVFA,0
2017,742,2,625,BRDI3,0
2017,742,2,625,BRHO2,1
2017,742,2,625,DICA14,1
2017,742,2,625,ERCI6,0
2017,742,2,625,EUSP,1
2017,742,2,625,LASE,0
2017,742,2,625,RACA2,0
2017,742,2,625,FEMI2,1
2017,742,2,625,ACMO2,4
2017,742,2,625,AGHE2,0
2017,742,2,625,FRBI,1
2017,742,2,625,HECO7,0
2017,742,2,625,LACA7,2
2017,742,2,625,STCI,0
2017,742,2,625,LOWR2,0
2017,742,2,625,MIDO,50
2017,742,2,625,STPU2,8
2017,742,2,625,"NAAT",0
2017,742,2,625,PLER3,2
2017,742,2,625,TRAL5,1
2017,742,2,625,URLI5,0
2017,742,2,625,AMME,0
2017,742,2,625,ASGA,0
2017,742,2,625,AVBA,4
2017,742,2,625,CHPO3,0
2017,742,2,625,HOMU,0
2017,742,2,625,MICA,0
2017,742,2,625,POSE,0
2017,742,2,625,FEMY2,0
2017,742,2,625,ANFI3,0
2017,742,2,625,BRMA3,0
2017,742,2,625,EREL6,0
2017,742,2,625,LEPA51,0
2017,742,2,625,MIDO3,0
2017,742,2,625,CAAT25,0
2017,742,2,625,RILE2,0
2017,742,2,625,CACI2,0
2017,742,2,625,CACO35,0
2017,742,2,625,CHPA8,0
2017,742,2,625,HASQ2,0
2017,742,2,625,LODA,0
2017,742,2,625,CHGL,0
2017,742,2,625,GIOC,0
2017,742,2,625,SACO6,0
2017,742,2,625,LEBI4,0
2017,742,2,625,LOST4,0
2017,742,2,625,CRSE11,0
2017,742,2,625,CRYPT,0
2017,742,2,625,ERFA2,0
2017,742,2,625,PHIM,0
2017,742,2,625,MEPO3,0
2017,742,2,625,LOPE,0
2017,742,2,625,BLCR,0
2017,742,2,625,LARA,0
2017,743,2,625,AVFA,0
2017,743,2,625,BRDI3,0
2017,743,2,625,BRHO2,1
2017,743,2,625,DICA14,0
2017,743,2,625,ERCI6,0
2017,743,2,625,EUSP,1
2017,743,2,625,LASE,0
2017,743,2,625,RACA2,0
2017,743,2,625,FEMI2,0
2017,743,2,625,ACMO2,0
2017,743,2,625,AGHE2,8
2017,743,2,625,FRBI,0
2017,743,2,625,HECO7,0
2017,743,2,625,LACA7,4
2017,743,2,625,STCI,0
2017,743,2,625,LOWR2,1
2017,743,2,625,MIDO,4
2017,743,2,625,STPU2,0
2017,743,2,625,"NAAT",20
2017,743,2,625,PLER3,20
2017,743,2,625,TRAL5,0
2017,743,2,625,URLI5,1
2017,743,2,625,AMME,0
2017,743,2,625,ASGA,0
2017,743,2,625,AVBA,10
2017,743,2,625,CHPO3,0
2017,743,2,625,HOMU,0
2017,743,2,625,MICA,1
2017,743,2,625,POSE,0
2017,743,2,625,FEMY2,0
2017,743,2,625,ANFI3,1
2017,743,2,625,BRMA3,1
2017,743,2,625,EREL6,1
2017,743,2,625,LEPA51,1
2017,743,2,625,MIDO3,0
2017,743,2,625,CAAT25,0
2017,743,2,625,RILE2,0
2017,743,2,625,CACI2,0
2017,743,2,625,CACO35,0
2017,743,2,625,CHPA8,0
2017,743,2,625,HASQ2,0
2017,743,2,625,LODA,0
2017,743,2,625,CHGL,0
2017,743,2,625,GIOC,0
2017,743,2,625,SACO6,0
2017,743,2,625,LEBI4,0
2017,743,2,625,LOST4,0
2017,743,2,625,CRSE11,0
2017,743,2,625,CRYPT,0
2017,743,2,625,ERFA2,0
2017,743,2,625,PHIM,0
2017,743,2,625,MEPO3,0
2017,743,2,625,LOPE,0
2017,743,2,625,BLCR,0
2017,743,2,625,LARA,0
2017,744,2,625,AVFA,0
2017,744,2,625,BRDI3,0
2017,744,2,625,BRHO2,1
2017,744,2,625,DICA14,0
2017,744,2,625,ERCI6,1
2017,744,2,625,EUSP,0
2017,744,2,625,LASE,0
2017,744,2,625,RACA2,0
2017,744,2,625,FEMI2,4
2017,744,2,625,ACMO2,0
2017,744,2,625,AGHE2,0
2017,744,2,625,FRBI,0
2017,744,2,625,HECO7,0
2017,744,2,625,LACA7,30
2017,744,2,625,STCI,0
2017,744,2,625,LOWR2,1
2017,744,2,625,MIDO,1
2017,744,2,625,STPU2,0
2017,744,2,625,"NAAT",0
2017,744,2,625,PLER3,15
2017,744,2,625,TRAL5,1
2017,744,2,625,URLI5,1
2017,744,2,625,AMME,0
2017,744,2,625,ASGA,0
2017,744,2,625,AVBA,8
2017,744,2,625,CHPO3,0
2017,744,2,625,HOMU,1
2017,744,2,625,MICA,0
2017,744,2,625,POSE,0
2017,744,2,625,FEMY2,0
2017,744,2,625,ANFI3,0
2017,744,2,625,BRMA3,2
2017,744,2,625,EREL6,0
2017,744,2,625,LEPA51,0
2017,744,2,625,MIDO3,0
2017,744,2,625,CAAT25,0
2017,744,2,625,RILE2,1
2017,744,2,625,CACI2,0
2017,744,2,625,CACO35,0
2017,744,2,625,CHPA8,0
2017,744,2,625,HASQ2,0
2017,744,2,625,LODA,0
2017,744,2,625,CHGL,0
2017,744,2,625,GIOC,0
2017,744,2,625,SACO6,0
2017,744,2,625,LEBI4,0
2017,744,2,625,LOST4,0
2017,744,2,625,CRSE11,0
2017,744,2,625,CRYPT,0
2017,744,2,625,ERFA2,0
2017,744,2,625,PHIM,0
2017,744,2,625,MEPO3,0
2017,744,2,625,LOPE,0
2017,744,2,625,BLCR,0
2017,744,2,625,LARA,0
2017,745,2,625,AVFA,0
2017,745,2,625,BRDI3,0
2017,745,2,625,BRHO2,4
2017,745,2,625,DICA14,1
2017,745,2,625,ERCI6,0
2017,745,2,625,EUSP,1
2017,745,2,625,LASE,0
2017,745,2,625,RACA2,2
2017,745,2,625,FEMI2,4
2017,745,2,625,ACMO2,0
2017,745,2,625,AGHE2,1
2017,745,2,625,FRBI,2
2017,745,2,625,HECO7,4
2017,745,2,625,LACA7,1
2017,745,2,625,STCI,0
2017,745,2,625,LOWR2,1
2017,745,2,625,MIDO,25
2017,745,2,625,STPU2,0
2017,745,2,625,"NAAT",12
2017,745,2,625,PLER3,12
2017,745,2,625,TRAL5,0
2017,745,2,625,URLI5,0
2017,745,2,625,AMME,0
2017,745,2,625,ASGA,1
2017,745,2,625,AVBA,12
2017,745,2,625,CHPO3,1
2017,745,2,625,HOMU,0
2017,745,2,625,MICA,0
2017,745,2,625,POSE,4
2017,745,2,625,FEMY2,0
2017,745,2,625,ANFI3,0
2017,745,2,625,BRMA3,0
2017,745,2,625,EREL6,0
2017,745,2,625,LEPA51,0
2017,745,2,625,MIDO3,1
2017,745,2,625,CAAT25,0
2017,745,2,625,RILE2,0
2017,745,2,625,CACI2,0
2017,745,2,625,CACO35,0
2017,745,2,625,CHPA8,0
2017,745,2,625,HASQ2,0
2017,745,2,625,LODA,0
2017,745,2,625,CHGL,0
2017,745,2,625,GIOC,0
2017,745,2,625,SACO6,0
2017,745,2,625,LEBI4,0
2017,745,2,625,LOST4,0
2017,745,2,625,CRSE11,0
2017,745,2,625,CRYPT,0
2017,745,2,625,ERFA2,0
2017,745,2,625,PHIM,0
2017,745,2,625,MEPO3,0
2017,745,2,625,LOPE,0
2017,745,2,625,BLCR,0
2017,745,2,625,LARA,0
2017,746,2,625,AVFA,0
2017,746,2,625,BRDI3,0
2017,746,2,625,BRHO2,8
2017,746,2,625,DICA14,0
2017,746,2,625,ERCI6,0
2017,746,2,625,EUSP,1
2017,746,2,625,LASE,0
2017,746,2,625,RACA2,0
2017,746,2,625,FEMI2,0
2017,746,2,625,ACMO2,0
2017,746,2,625,AGHE2,0
2017,746,2,625,FRBI,0
2017,746,2,625,HECO7,0
2017,746,2,625,LACA7,0
2017,746,2,625,STCI,0
2017,746,2,625,LOWR2,0
2017,746,2,625,MIDO,0
2017,746,2,625,STPU2,12
2017,746,2,625,"NAAT",0
2017,746,2,625,PLER3,0
2017,746,2,625,TRAL5,0
2017,746,2,625,URLI5,0
2017,746,2,625,AMME,0
2017,746,2,625,ASGA,0
2017,746,2,625,AVBA,30
2017,746,2,625,CHPO3,0
2017,746,2,625,HOMU,0
2017,746,2,625,MICA,0
2017,746,2,625,POSE,0
2017,746,2,625,FEMY2,0
2017,746,2,625,ANFI3,0
2017,746,2,625,BRMA3,0
2017,746,2,625,EREL6,0
2017,746,2,625,LEPA51,0
2017,746,2,625,MIDO3,0
2017,746,2,625,CAAT25,0
2017,746,2,625,RILE2,0
2017,746,2,625,CACI2,0
2017,746,2,625,CACO35,0
2017,746,2,625,CHPA8,0
2017,746,2,625,HASQ2,0
2017,746,2,625,LODA,0
2017,746,2,625,CHGL,0
2017,746,2,625,GIOC,0
2017,746,2,625,SACO6,0
2017,746,2,625,LEBI4,0
2017,746,2,625,LOST4,0
2017,746,2,625,CRSE11,0
2017,746,2,625,CRYPT,0
2017,746,2,625,ERFA2,0
2017,746,2,625,PHIM,0
2017,746,2,625,MEPO3,0
2017,746,2,625,LOPE,0
2017,746,2,625,BLCR,0
2017,746,2,625,LARA,0
2017,747,2,625,AVFA,0
2017,747,2,625,BRDI3,0
2017,747,2,625,BRHO2,0
2017,747,2,625,DICA14,0
2017,747,2,625,ERCI6,0
2017,747,2,625,EUSP,0
2017,747,2,625,LASE,0
2017,747,2,625,RACA2,0
2017,747,2,625,FEMI2,1
2017,747,2,625,ACMO2,0
2017,747,2,625,AGHE2,0
2017,747,2,625,FRBI,0
2017,747,2,625,HECO7,0
2017,747,2,625,LACA7,1
2017,747,2,625,STCI,0
2017,747,2,625,LOWR2,0
2017,747,2,625,MIDO,20
2017,747,2,625,STPU2,0
2017,747,2,625,"NAAT",0
2017,747,2,625,PLER3,8
2017,747,2,625,TRAL5,1
2017,747,2,625,URLI5,0
2017,747,2,625,AMME,0
2017,747,2,625,ASGA,1
2017,747,2,625,AVBA,4
2017,747,2,625,CHPO3,0
2017,747,2,625,HOMU,0
2017,747,2,625,MICA,0
2017,747,2,625,POSE,0
2017,747,2,625,FEMY2,0
2017,747,2,625,ANFI3,1
2017,747,2,625,BRMA3,0
2017,747,2,625,EREL6,0
2017,747,2,625,LEPA51,0
2017,747,2,625,MIDO3,0
2017,747,2,625,CAAT25,0
2017,747,2,625,RILE2,0
2017,747,2,625,CACI2,0
2017,747,2,625,CACO35,8
2017,747,2,625,CHPA8,20
2017,747,2,625,HASQ2,0
2017,747,2,625,LODA,0
2017,747,2,625,CHGL,1
2017,747,2,625,GIOC,1
2017,747,2,625,SACO6,0
2017,747,2,625,LEBI4,0
2017,747,2,625,LOST4,0
2017,747,2,625,CRSE11,0
2017,747,2,625,CRYPT,0
2017,747,2,625,ERFA2,0
2017,747,2,625,PHIM,0
2017,747,2,625,MEPO3,0
2017,747,2,625,LOPE,0
2017,747,2,625,BLCR,0
2017,747,2,625,LARA,0
2017,748,2,625,AVFA,0
2017,748,2,625,BRDI3,0
2017,748,2,625,BRHO2,0
2017,748,2,625,DICA14,0
2017,748,2,625,ERCI6,0
2017,748,2,625,EUSP,0
2017,748,2,625,LASE,0
2017,748,2,625,RACA2,0
2017,748,2,625,FEMI2,1
2017,748,2,625,ACMO2,0
2017,748,2,625,AGHE2,0
2017,748,2,625,FRBI,0
2017,748,2,625,HECO7,0
2017,748,2,625,LACA7,0
2017,748,2,625,STCI,0
2017,748,2,625,LOWR2,0
2017,748,2,625,MIDO,0
2017,748,2,625,STPU2,0
2017,748,2,625,"NAAT",0
2017,748,2,625,PLER3,0
2017,748,2,625,TRAL5,0
2017,748,2,625,URLI5,0
2017,748,2,625,AMME,0
2017,748,2,625,ASGA,1
2017,748,2,625,AVBA,4
2017,748,2,625,CHPO3,0
2017,748,2,625,HOMU,0
2017,748,2,625,MICA,0
2017,748,2,625,POSE,0
2017,748,2,625,FEMY2,0
2017,748,2,625,ANFI3,0
2017,748,2,625,BRMA3,0
2017,748,2,625,EREL6,0
2017,748,2,625,LEPA51,0
2017,748,2,625,MIDO3,0
2017,748,2,625,CAAT25,0
2017,748,2,625,RILE2,0
2017,748,2,625,CACI2,0
2017,748,2,625,CACO35,0
2017,748,2,625,CHPA8,0
2017,748,2,625,HASQ2,0
2017,748,2,625,LODA,0
2017,748,2,625,CHGL,8
2017,748,2,625,GIOC,1
2017,748,2,625,SACO6,0
2017,748,2,625,LEBI4,1
2017,748,2,625,LOST4,4
2017,748,2,625,CRSE11,0
2017,748,2,625,CRYPT,0
2017,748,2,625,ERFA2,0
2017,748,2,625,PHIM,0
2017,748,2,625,MEPO3,0
2017,748,2,625,LOPE,0
2017,748,2,625,BLCR,0
2017,748,2,625,LARA,0
2017,749,2,625,AVFA,90
2017,749,2,625,BRDI3,0
2017,749,2,625,BRHO2,0
2017,749,2,625,DICA14,0
2017,749,2,625,ERCI6,0
2017,749,2,625,EUSP,0
2017,749,2,625,LASE,0
2017,749,2,625,RACA2,0
2017,749,2,625,FEMI2,0
2017,749,2,625,ACMO2,0
2017,749,2,625,AGHE2,0
2017,749,2,625,FRBI,0
2017,749,2,625,HECO7,0
2017,749,2,625,LACA7,0
2017,749,2,625,STCI,0
2017,749,2,625,LOWR2,0
2017,749,2,625,MIDO,0
2017,749,2,625,STPU2,0
2017,749,2,625,"NAAT",0
2017,749,2,625,PLER3,0
2017,749,2,625,TRAL5,0
2017,749,2,625,URLI5,0
2017,749,2,625,AMME,0
2017,749,2,625,ASGA,0
2017,749,2,625,AVBA,0
2017,749,2,625,CHPO3,0
2017,749,2,625,HOMU,0
2017,749,2,625,MICA,0
2017,749,2,625,POSE,0
2017,749,2,625,FEMY2,0
2017,749,2,625,ANFI3,0
2017,749,2,625,BRMA3,0
2017,749,2,625,EREL6,0
2017,749,2,625,LEPA51,0
2017,749,2,625,MIDO3,0
2017,749,2,625,CAAT25,0
2017,749,2,625,RILE2,0
2017,749,2,625,CACI2,0
2017,749,2,625,CACO35,0
2017,749,2,625,CHPA8,0
2017,749,2,625,HASQ2,0
2017,749,2,625,LODA,0
2017,749,2,625,CHGL,0
2017,749,2,625,GIOC,0
2017,749,2,625,SACO6,0
2017,749,2,625,LEBI4,0
2017,749,2,625,LOST4,0
2017,749,2,625,CRSE11,0
2017,749,2,625,CRYPT,0
2017,749,2,625,ERFA2,0
2017,749,2,625,PHIM,0
2017,749,2,625,MEPO3,4
2017,749,2,625,LOPE,0
2017,749,2,625,BLCR,0
2017,749,2,625,LARA,0
2017,750,2,625,AVFA,0
2017,750,2,625,BRDI3,0
2017,750,2,625,BRHO2,0
2017,750,2,625,DICA14,0
2017,750,2,625,ERCI6,0
2017,750,2,625,EUSP,0
2017,750,2,625,LASE,1
2017,750,2,625,RACA2,0
2017,750,2,625,FEMI2,1
2017,750,2,625,ACMO2,0
2017,750,2,625,AGHE2,0
2017,750,2,625,FRBI,0
2017,750,2,625,HECO7,0
2017,750,2,625,LACA7,0
2017,750,2,625,STCI,0
2017,750,2,625,LOWR2,0
2017,750,2,625,MIDO,0
2017,750,2,625,STPU2,12
2017,750,2,625,"NAAT",0
2017,750,2,625,PLER3,0
2017,750,2,625,TRAL5,0
2017,750,2,625,URLI5,1
2017,750,2,625,AMME,0
2017,750,2,625,ASGA,0
2017,750,2,625,AVBA,60
2017,750,2,625,CHPO3,0
2017,750,2,625,HOMU,0
2017,750,2,625,MICA,0
2017,750,2,625,POSE,0
2017,750,2,625,FEMY2,0
2017,750,2,625,ANFI3,0
2017,750,2,625,BRMA3,0
2017,750,2,625,EREL6,4
2017,750,2,625,LEPA51,0
2017,750,2,625,MIDO3,0
2017,750,2,625,CAAT25,0
2017,750,2,625,RILE2,0
2017,750,2,625,CACI2,0
2017,750,2,625,CACO35,0
2017,750,2,625,CHPA8,0
2017,750,2,625,HASQ2,0
2017,750,2,625,LODA,0
2017,750,2,625,CHGL,0
2017,750,2,625,GIOC,0
2017,750,2,625,SACO6,0
2017,750,2,625,LEBI4,0
2017,750,2,625,LOST4,0
2017,750,2,625,CRSE11,0
2017,750,2,625,CRYPT,0
2017,750,2,625,ERFA2,0
2017,750,2,625,PHIM,0
2017,750,2,625,MEPO3,0
2017,750,2,625,LOPE,0
2017,750,2,625,BLCR,0
2017,750,2,625,LARA,0
2017,751,2,625,AVFA,0
2017,751,2,625,BRDI3,0
2017,751,2,625,BRHO2,0
2017,751,2,625,DICA14,0
2017,751,2,625,ERCI6,0
2017,751,2,625,EUSP,0
2017,751,2,625,LASE,0
2017,751,2,625,RACA2,0
2017,751,2,625,FEMI2,1
2017,751,2,625,ACMO2,0
2017,751,2,625,AGHE2,0
2017,751,2,625,FRBI,0
2017,751,2,625,HECO7,0
2017,751,2,625,LACA7,4
2017,751,2,625,STCI,0
2017,751,2,625,LOWR2,4
2017,751,2,625,MIDO,0
2017,751,2,625,STPU2,4
2017,751,2,625,"NAAT",0
2017,751,2,625,PLER3,16
2017,751,2,625,TRAL5,0
2017,751,2,625,URLI5,1
2017,751,2,625,AMME,0
2017,751,2,625,ASGA,0
2017,751,2,625,AVBA,10
2017,751,2,625,CHPO3,0
2017,751,2,625,HOMU,0
2017,751,2,625,MICA,0
2017,751,2,625,POSE,0
2017,751,2,625,FEMY2,0
2017,751,2,625,ANFI3,4
2017,751,2,625,BRMA3,0
2017,751,2,625,EREL6,0
2017,751,2,625,LEPA51,1
2017,751,2,625,MIDO3,0
2017,751,2,625,CAAT25,0
2017,751,2,625,RILE2,0
2017,751,2,625,CACI2,0
2017,751,2,625,CACO35,0
2017,751,2,625,CHPA8,2
2017,751,2,625,HASQ2,0
2017,751,2,625,LODA,0
2017,751,2,625,CHGL,0
2017,751,2,625,GIOC,0
2017,751,2,625,SACO6,0
2017,751,2,625,LEBI4,0
2017,751,2,625,LOST4,0
2017,751,2,625,CRSE11,0
2017,751,2,625,CRYPT,0
2017,751,2,625,ERFA2,4
2017,751,2,625,PHIM,0
2017,751,2,625,MEPO3,0
2017,751,2,625,LOPE,0
2017,751,2,625,BLCR,0
2017,751,2,625,LARA,0
2017,752,2,625,AVFA,0
2017,752,2,625,BRDI3,0
2017,752,2,625,BRHO2,1
2017,752,2,625,DICA14,0
2017,752,2,625,ERCI6,0
2017,752,2,625,EUSP,0
2017,752,2,625,LASE,0
2017,752,2,625,RACA2,0
2017,752,2,625,FEMI2,0
2017,752,2,625,ACMO2,0
2017,752,2,625,AGHE2,1
2017,752,2,625,FRBI,0
2017,752,2,625,HECO7,0
2017,752,2,625,LACA7,8
2017,752,2,625,STCI,0
2017,752,2,625,LOWR2,0
2017,752,2,625,MIDO,30
2017,752,2,625,STPU2,8
2017,752,2,625,"NAAT",0
2017,752,2,625,PLER3,16
2017,752,2,625,TRAL5,0
2017,752,2,625,URLI5,0
2017,752,2,625,AMME,0
2017,752,2,625,ASGA,1
2017,752,2,625,AVBA,4
2017,752,2,625,CHPO3,0
2017,752,2,625,HOMU,0
2017,752,2,625,MICA,1
2017,752,2,625,POSE,0
2017,752,2,625,FEMY2,0
2017,752,2,625,ANFI3,0
2017,752,2,625,BRMA3,0
2017,752,2,625,EREL6,0
2017,752,2,625,LEPA51,12
2017,752,2,625,MIDO3,0
2017,752,2,625,CAAT25,1
2017,752,2,625,RILE2,0
2017,752,2,625,CACI2,0
2017,752,2,625,CACO35,0
2017,752,2,625,CHPA8,0
2017,752,2,625,HASQ2,0
2017,752,2,625,LODA,0
2017,752,2,625,CHGL,0
2017,752,2,625,GIOC,0
2017,752,2,625,SACO6,0
2017,752,2,625,LEBI4,0
2017,752,2,625,LOST4,0
2017,752,2,625,CRSE11,0
2017,752,2,625,CRYPT,0
2017,752,2,625,ERFA2,0
2017,752,2,625,PHIM,0
2017,752,2,625,MEPO3,0
2017,752,2,625,LOPE,0
2017,752,2,625,BLCR,0
2017,752,2,625,LARA,0
2017,753,2,625,AVFA,70
2017,753,2,625,BRDI3,1
2017,753,2,625,BRHO2,0
2017,753,2,625,DICA14,0
2017,753,2,625,ERCI6,0
2017,753,2,625,EUSP,0
2017,753,2,625,LASE,1
2017,753,2,625,RACA2,0
2017,753,2,625,FEMI2,0
2017,753,2,625,ACMO2,0
2017,753,2,625,AGHE2,0
2017,753,2,625,FRBI,0
2017,753,2,625,HECO7,0
2017,753,2,625,LACA7,0
2017,753,2,625,STCI,0
2017,753,2,625,LOWR2,0
2017,753,2,625,MIDO,0
2017,753,2,625,STPU2,4
2017,753,2,625,"NAAT",0
2017,753,2,625,PLER3,0
2017,753,2,625,TRAL5,0
2017,753,2,625,URLI5,0
2017,753,2,625,AMME,0
2017,753,2,625,ASGA,0
2017,753,2,625,AVBA,0
2017,753,2,625,CHPO3,0
2017,753,2,625,HOMU,1
2017,753,2,625,MICA,0
2017,753,2,625,POSE,0
2017,753,2,625,FEMY2,0
2017,753,2,625,ANFI3,0
2017,753,2,625,BRMA3,0
2017,753,2,625,EREL6,0
2017,753,2,625,LEPA51,0
2017,753,2,625,MIDO3,0
2017,753,2,625,CAAT25,0
2017,753,2,625,RILE2,0
2017,753,2,625,CACI2,0
2017,753,2,625,CACO35,0
2017,753,2,625,CHPA8,0
2017,753,2,625,HASQ2,0
2017,753,2,625,LODA,0
2017,753,2,625,CHGL,0
2017,753,2,625,GIOC,0
2017,753,2,625,SACO6,0
2017,753,2,625,LEBI4,0
2017,753,2,625,LOST4,0
2017,753,2,625,CRSE11,0
2017,753,2,625,CRYPT,0
2017,753,2,625,ERFA2,0
2017,753,2,625,PHIM,0
2017,753,2,625,MEPO3,0
2017,753,2,625,LOPE,0
2017,753,2,625,BLCR,0
2017,753,2,625,LARA,0
2017,754,2,625,AVFA,1
2017,754,2,625,BRDI3,50
2017,754,2,625,BRHO2,0
2017,754,2,625,DICA14,0
2017,754,2,625,ERCI6,0
2017,754,2,625,EUSP,0
2017,754,2,625,LASE,0
2017,754,2,625,RACA2,0
2017,754,2,625,FEMI2,0
2017,754,2,625,ACMO2,0
2017,754,2,625,AGHE2,0
2017,754,2,625,FRBI,0
2017,754,2,625,HECO7,0
2017,754,2,625,LACA7,0
2017,754,2,625,STCI,0
2017,754,2,625,LOWR2,0
2017,754,2,625,MIDO,0
2017,754,2,625,STPU2,0
2017,754,2,625,"NAAT",0
2017,754,2,625,PLER3,0
2017,754,2,625,TRAL5,0
2017,754,2,625,URLI5,0
2017,754,2,625,AMME,0
2017,754,2,625,ASGA,0
2017,754,2,625,AVBA,0
2017,754,2,625,CHPO3,0
2017,754,2,625,HOMU,8
2017,754,2,625,MICA,0
2017,754,2,625,POSE,0
2017,754,2,625,FEMY2,0
2017,754,2,625,ANFI3,0
2017,754,2,625,BRMA3,0
2017,754,2,625,EREL6,0
2017,754,2,625,LEPA51,0
2017,754,2,625,MIDO3,0
2017,754,2,625,CAAT25,0
2017,754,2,625,RILE2,0
2017,754,2,625,CACI2,0
2017,754,2,625,CACO35,0
2017,754,2,625,CHPA8,0
2017,754,2,625,HASQ2,0
2017,754,2,625,LODA,0
2017,754,2,625,CHGL,0
2017,754,2,625,GIOC,0
2017,754,2,625,SACO6,0
2017,754,2,625,LEBI4,0
2017,754,2,625,LOST4,0
2017,754,2,625,CRSE11,0
2017,754,2,625,CRYPT,0
2017,754,2,625,ERFA2,0
2017,754,2,625,PHIM,0
2017,754,2,625,MEPO3,0
2017,754,2,625,LOPE,0
2017,754,2,625,BLCR,0
2017,754,2,625,LARA,0
2017,755,2,625,AVFA,0
2017,755,2,625,BRDI3,0
2017,755,2,625,BRHO2,8
2017,755,2,625,DICA14,0
2017,755,2,625,ERCI6,0
2017,755,2,625,EUSP,0
2017,755,2,625,LASE,1
2017,755,2,625,RACA2,0
2017,755,2,625,FEMI2,8
2017,755,2,625,ACMO2,0
